year	duration_min	rating	name_rus	director	name_eng	vote_count	main_actors
2012	87	3.553	Разведка боем	Скотт Мартин	Battle Force	175	['Скотт Мартин', 'Клинт Гленн']
2015	90	3.544	Азиатский связной	Дэниэл Дзирилли	The Asian Connection	221	['Стивен Сигал', 'Майкл Джей Уайт']
2015	76	3.535	Кокон	Мики Китинг	Pod	205	['Лорен Эшли Картер', 'Дин Кэйтс']
2015	94	0.0	Легенда	Тимоти Вудворд мл.	Legend	0	['Верн Тройер', 'Керри Кнуппе']
2014	0	0.0	Runoff	Ким Левин	90 мин	0	['Джоэнн Келли', 'Нил Хафф']
2016	90	0.0	Что случилось прошлой ночью	Кэндис Кук	What Happened Last Night	0	['Эмбер Роуз', 'Джейк Томас']
2015	86	3.46	Лос-анджелесский слэшер	Мартин Оуэн	L.A. Slasher	203	['Энди Дик', 'Миша Бартон']
2012	88	0.0	Красный клевер (ТВ)	Дрю Дэйуолт	Leprechaun's Revenge	0	['Билли Зейн', 'Кортни Хэлверсон']
2013	87	3.441	Болезнь	Вернон Э. Мортенсен	The Sorrow	59	['Кирк Харрис', 'Джон Сэвэдж']
2016	84	3.364	Снайпер: Специальный отряд	Фред Олен Рэй	Sniper: Special Ops	227	['Стивен Сигал', 'Роб Ван Дам']
2015	88	0.0	Америкосы	Тео Авгеринос	Americons	0	['Бо Мартин Уильямс', 'Мэтт Функе']
2012	94	3.326	Угроза заражения	Гленн Чиано	Infected	394	['Майкл Мэдсен', 'Уильям Форсайт']
2013	88	3.287	Дом пыли	А.Д. Кальво	House of Dust	186	['Инбар Лави', 'Стивен Грэйм']
2016	94	3.28	Знакомьтесь, семейка Блэков	Деон Тейлор	Meet the Blacks	464	['Майк Эппс', 'Гари Оуэн']
2012	74	0.0	Мертвецы хотят женщин (видео)	Чарльз Бэнд	The Dead Want Women	0	['Джессика Моррис', 'Ариана Мадикс']
2013	90	3.235	Баньян	Гари Джонс	Axe Giant: The Wrath of Paul Bunyan	194	['Эмбер Коннор', 'Джо Эстевес']
2012	86	3.208	Темный поток	Майкл Расмуссен	Dark Feed	339	['Эндрю Рудик', 'Тори Наджент']
2012	0	0.0	The Survival Game (видео)	Mike Corkle	95 мин	0	['Конрад Кейс', 'Робин Самора']
2012	76	3.191	Зомби против стриптизёрш	Алекс Николау	Zombies Vs. Strippers	59	['Сиркус-Шалевски', 'Ив Мауро']
2013	71	3.177	Не поминай зло	Роз	Speak No Evil	80	['Гэбриэлль Стоун', 'Оливия Кэвендер']
2015	92	3.173	Поездка на возу 2	Террон Р. Парсонс	Hayride 2	92	['Шерри Икин', 'Джереми Сэнд']
2012	87	3.137	Задержи дыхание	Джаред Кон	Hold Your Breath	66	['Катрина Боуден', 'Рэнди Уэйн']
2013	90	3.127	Камера пыток	Данте Томаселли	Torture Chamber	77	['Винсент Пасторе', 'Кристи Санфорд']
2014	92	3.101	Появление	Дэрик Гейтс	The Appearing	243	['Уилл Уоллес', 'Дин Кэйн']
2012	85	0.0	Новейшее заверение	Джейсон Майкл Брешия	The Newest Pledge	0	['Роб Штайнхаузер', 'Джозеф Бутон']
2015	90	3.074	Пожиратели	Джонни Табор	Eaters	95	['Тристан Пэрриш Мур', 'Ханна Рисингер']
2012	86	3.056	Обвальщики	Дуан Грейвз	Butcher Boys	178	['Али Фолкнер', 'Джонни Уолтер']
2014	88	3.047	Резня на пляже в Джерси	Пол Тарнопол	Jersey Shore Massacre	249	['Даниэль Даллакко', 'Анджелика Боччелла']
2015	89	3.045	Идеальные каникулы	Марк Аткинс	A Perfect Vacation	341	['Дэрил Ханна', 'Эдвард Ферлонг']
2013	103	3.024	Праздник для убийцы	Марти Томас	Killer Holiday	161	['Майкл Копон', 'Рэйчел Лара']
2012	0	0.0	C'mon Man	Кенни Янг	101 мин	0	['Тони Рок', 'Джули Александр']
2012	80	0.0	Бродяги	Эндрю Эдисон	Bindlestiffs	0	['Джон Карна', 'Люк Лофтин']
2012	0	0.0	The Burning Within	Энсел Фарадж	101 мин	0	['Mihran Konanyan', 'Линден Чайлз']
2014	0	0.0	Behind the Door	Кевин Хикс	90 мин	0	['Крис Кусано', 'Бьянка Джанколи']
2015	83	2.981	Кредо убийцы	Ануп Ранги	Terms & Conditions	74	['Том Сайзмор', 'Вивика А. Фокс']
2012	86	0.0	12/12/12	Джаред Кон	12/12/12	0	['Сара Малакул Лэйн', 'Хесус Гевара']
2014	91	2.932	Сектор 4	Оливье Грюнер	Sector 4	201	['Эрик Робертс', 'Оливье Грюнер']
2013	92	2.928	Тайна рода	Мэтт Томпсон	Bloodline	286	['Мэтт Томпсон', 'Кимберли Александр']
2012	88	2.916	Весенний праздник бикини (видео)	Джаред Кон	Bikini Spring Break	211	['Рэйчел Элиг', 'Вирджиния Петруччи']
2012	87	2.85	Нападение акул на Нью-Джерси (ТВ)	Джон Шеппирд	Jersey Shore Shark Attack	104	['Джек Скалия', 'Джереми Люк']
2012	104	2.827	Девочки, ставшие мертвецами	Майкл Хоффман мл.	Girls Gone Dead	118	['Кэти Петерсон', 'Ши Стюарт']
2012	100	2.774	Робин Гуд: Призраки Шервуда	Оливер Крекель	Robin Hood: Ghosts of Sherwood	115	['Мартин Тон', 'Рамона Куэнь']
2014	78	0.0	Лето Эбби	Джимбо Ли	Abby in the Summer	0	['Джейми Прессли', 'Робин Тик']
2013	100	2.591	Ричард: Львиное сердце	Стефано Милла	Richard the Lionheart	167	['Чандлер Манесс', 'Бертон Перез']
2014	90	2.57	Мёртвое море	Брэндон Слэгли	Dead Sea	78	['Джеймс Дювал', 'Деванни Пинн']
2012	84	0.0	Улица призраков: Возвращение Ричарда Спека	Martin Wichmann	100 Ghost Street: The Return of Richard Speck	0	['Стив Бенчич', 'Тони Бессон']
2012	0	0.0	Mancation	Фрэнк Вайн	95 мин	0	['Джои Фатоне', 'Мэтт Кавчински']
2012	0	0.0	Barrio Tales	Джаррет Тарноль	84 мин	0	['Алекс Агила', 'Карсон Он']
2013	90	2.439	Зомбэкс	Джесси Дэйтон	Zombex	106	['Лью Темпл', 'Дэвид Кристофер']
2012	83	2.406	Атака Юрского периода	Энтони Фанкхаузер	Jurassic Attack	256	['Гари Стретч', 'Наташа Берг']
2013	92	0.0	Американские идиоты (видео)	Роберт Телегхэни	American Idiots	0	['Jeffrey T. Schoettlin', 'Шон Мураматсу']
2013	98	0.0	Вызволение	Матео Фрэзиер	Blaze You Out	0	['А. Вероника Диас', 'Мелисса Кордеро']
2015	0	0.0	American Bad Boy	Обба Бабатунде	97 мин	0	['Кэт Уильямс', 'Обба Бабатунде']
2012	78	2.202	Восстание андроидов	Эндрю Беллвар	Android Insurrection	321	['Вирджиния Логан', 'Джо Чэпман']
2012	0	0.0	Money Shot (видео)	Билл МакАдамс мл.	90 мин	0	['Джейсон Мьюз', 'Джош Хэммонд']
2016	0	0.0	Encounter	Susannah O'Brien	85 мин	0	['Джастин Арнольд', 'Андреа Нельсон']
2015	0	0.0	Psychos	Sandy Chukhadarian	82 мин	0	['Анджелика Читвуд', 'Deniele Ramos Cloutier']
2014	117	0.0	Слово на М	Генри Джеглом	The M Word	0	['Танна Фредерик', 'Майкл Империоли']
2013	90	0.0	Оклик II	Х. Коакли	Holla II	0	['Ванесса Белл Кэллоуэй', 'Кили Уильямс']
2017	90	0.0	Чьи улицы?	Sabaah Folayan	Whose Streets?	0	['Brittany Ferrell', 'Tef Poe']
2013	0	0.0	The Merchant	Джастин Мосли	101 мин	0	['Мэтью Грир', 'David K. Shelton']
2017	0	0.0	Делириум	Дэннис Илиадис	Delirium	0	['Тофер Грейс', 'Дженезис Родригез']
2012	0	0.0	Stories of the Paranormal: It Came in the Night	Келли Уивер	119 мин	0	['Аманда Альварадо', 'Родни Луис Акино']
2013	0	0.0	Scarlet Samurai: Incarnation	Тара Кардинал	89 мин	0	['Тара Кардинал', 'Элисен Холден']
2013	108	0.0	Тропа откровения	Джон П. Гибсон	Revelation Trail	0	['Дэниэл Ван Томас', 'Дэниэл Бритт']
2015	122	0.0	Подсознание	Джорджия Хилтон	Subconscious	0	['Тим Эбелл', 'Алейша Форс']
2012	0	0.0	The Coalition	Моника Минго		0	['Денис Лоутон', 'Эдди Гоинс']
2015	90	0.0	Прощение	Hakim Khalfani	Forgiveness	0	['Ричард Т. Джонс', 'Адам Лазарр-Уайт']
2017	83	0.0	Мама и папа	Брайан Тейлор	Mom and Dad	0	['Николас Кейдж', 'Сэльма Блэр']
2016	0	0.0	C Street	Peter James Iengo	86 мин	0	['Кэри Лоуэлл', 'Брюс Олтмен']
2012	0	0.0	Легенда о чёрной Анни	Терренс Флэк	The Legend of Black Annie	0	['Терренс Флэк', 'Шэйн Вудсон']
2012	0	0.0	Broken Faith	Рики Холмс		0	['Майкл Джойнер', 'Ванесса Оре']
2013	0	0.0	SANE in 1974	Ivan Pavletic	71 мин	0	['Ivan Pavletic', 'Ed Portoghese']
2014	0	0.0	The Sound and the Shadow	Джастин Миллер	90 мин	0	['Джозеф Е. Мюррэй', 'Мэри Кейт Уайлз']
2012	0	0.0	Enjoy Paris	Andrew Espinoza Long	15 мин	0	['Carmen Rose Alhanti', 'Дэвид Хьюи']
2016	0	0.0	FML	Джейсон Нэш	98 мин	0	['Бизи Филиппс', 'Лайза Коши']
2014	0	0.0	Matthew 18	Roy Belfrey	101 мин	0	['Denise Baker', 'Irina Balushka']
2015	0	0.0	Ex-Free	Трой Бейер	86 мин	0	['Леон', 'Крис Спенсер']
2014	0	0.0	Let's Ruin It with Babies	Кестрин Пантера	80 мин	0	['Кестрин Пантера', 'Jonathan Grubb']
2016	0	0.0	Jeremiah Tower: The Last Magnificent	Лидия Теналья	120 мин	0	['Марио Батали', 'Энтони Бурден']
2014	0	0.0	Diamonds to Dust	Rob Villano	110 мин	0	['Hailey Heisick', 'Адриан Горбалюк']
2017	104	0.0	Племена Палос Вердес	Брендан Маллой	The Tribes of Palos Verdes	0	['Майка Монро', 'Коуди Ферн']
2014	0	0.0	Unredeemable	Luke Ostermiller	12 мин	0	['Mark Davis', 'Джефф Босли']
2016	0	0.0	Departure	Keith LaFountaine	86 мин	0	['Diana Sanchez', 'Michael B. Fisher']
2015	0	0.0	Jeffrey Kills a Guy	Doug Lane	17 мин	0	['Bryan Patrick Stoyle', 'Bella McGrath']
2014	0	0.0	Selfie Boy	Ленни Портефилд	30 мин	0	['Rob Grimes', 'Andrew Espinoza Long']
2015	0	0.0	Neighborhood Watch	Omid Abrams	25 мин	0	['Трэйвон Уильямс', 'Omid Abrams']
2017	0	0.0	Hell on Earth: The Fall of Syria and the Rise of ISIS	Себастьян Юнгер		0	['1045189', '']
2014	0	0.0	Snake with a Human Tail	Спенсер Грэй	30 мин	0	['Марв Бловелт', 'Шери Дэвис']
2017	0	0.0	Призрачная нить	Пол Томас Андерсон	Phantom Thread	0	['Дэниэл Дэй-Льюис', 'Лесли Мэнвилл']
2017	0	0.0	Chimera	Maurice Haeems	107 мин	0	['Генри Йен Кьюсик', 'Кэтлин Куинлен']
2017	0	0.0	Derp-Man	Eric Arnold		0	['David Gattis', 'Eric Arnold']
2014	0	0.0	Interrogation	Грегори Войт	4 мин	0	['Ариэль Элиас', 'Эшли Ловелл']
2017	0	0.0	Ледяная стерва	Крэйг Гиллеспи	I	0	['Марго Робби', 'Бобби Каннавале']
2017	114	0.0	Братья Мейсон	Keith Sutliff	The Mason Brothers	0	['Карлотта Монтанари', 'Насо Браво']
2017	0	0.0	Ностальгия	Марк Пеллингтон	Nostalgia	0	['Джон Хэмм', 'Ник Офферман']
2016	0	0.0	Bogieville	Шон Кронин	90 мин	0	['Шон Кронин', 'Мики Кольтес']
2014	0	0.0	Punk 'n' Spice	Mike Greene	15 мин	0	['Эндрю Бакстер', 'Коул Дженкинс']
2014	0	0.0	T-Rex	Мики Рис	82 мин	0	['Sheridan McMichael', 'Jean Keef']
2017	90	0.0	Туристический дом	Патрик Мини	Trip House	0	['Эмбер Бенсон', 'Уитни Мур']
