	director	duration_min	rating	vote_count	year	main_actors	name_rus	name_eng
1377	Сет Крамер	90	0.0	0	2012	['Мортон Дауни мл.', 'Гленн Бек']	Яркий: Мортон Дауни младший	Évocateur: The Morton Downey Jr. Movie
1378	Стивен Р. Монро	86	3.665	369	2012	['Эд Куинн', 'Магда Апанович']	Знамение Судного дня (ТВ)	The 12 Disasters of Christmas
1379	Кристиан Сесма	79	3.62	129	2015	['Люк Госс', 'Хезер Руп']	Самоволка-72	AWOL-72
1380	Бритт Напье	81	3.603	232	2013	['Элизабет Рём', 'Бритни Олдфорд']	Фотолаборатория (видео)	Darkroom
1381	Кевин О’Нилл	83	0.0	0	2012	['Шон Янг', 'Трит Уильямс']	Нападение пятидесятифутовой чирлидерши	Attack of the 50 Foot Cheerleader
1382	Дон Майкл Пол	86	3.573	357	2012	['Элизабет Рём', 'Янси Батлер']	Озеро страха 4 (ТВ)	Lake Placid: The Final Chapter
1383	Скотт Мартин	87	3.553	175	2012	['Скотт Мартин', 'Клинт Гленн']	Разведка боем	Battle Force
1384	Дэниэл Дзирилли	90	3.5439999999999996	221	2015	['Стивен Сигал', 'Майкл Джей Уайт']	Азиатский связной	The Asian Connection
1385	Мики Китинг	76	3.535	205	2015	['Лорен Эшли Картер', 'Дин Кэйтс']	Кокон	Pod
1386	Тимоти Вудворд мл.	94	0.0	0	2015	['Верн Тройер', 'Керри Кнуппе']	Легенда	Legend
1387	Кэндис Кук	90	0.0	0	2016	['Эмбер Роуз', 'Джейк Томас']	Что случилось прошлой ночью	What Happened Last Night
1388	Ким Левин	0	0.0	0	2014	['Джоэнн Келли', 'Нил Хафф']	Runoff	90 мин
1389	Мартин Оуэн	86	3.46	202	2015	['Энди Дик', 'Миша Бартон']	Лос-анджелесский слэшер	L.A. Slasher
1390	Дрю Дэйуолт	88	0.0	0	2012	['Билли Зейн', 'Кортни Хэлверсон']	Красный клевер (ТВ)	Leprechaun's Revenge
1391	Вернон Э. Мортенсен	87	3.4410000000000003	59	2013	['Кирк Харрис', 'Джон Сэвэдж']	Болезнь	The Sorrow
1392	Фред Олен Рэй	84	3.364	227	2016	['Стивен Сигал', 'Роб Ван Дам']	Снайпер: Специальный отряд	Sniper: Special Ops
1393	Тео Авгеринос	88	0.0	0	2015	['Бо Мартин Уильямс', 'Мэтт Функе']	Америкосы	Americons
1394	Гленн Чиано	94	3.326	394	2012	['Майкл Мэдсен', 'Уильям Форсайт']	Угроза заражения	Infected
1395	А.Д. Кальво	88	3.287	186	2013	['Инбар Лави', 'Стивен Грэйм']	Дом пыли	House of Dust
1396	Деон Тейлор	94	3.28	464	2016	['Майк Эппс', 'Гари Оуэн']	Знакомьтесь, семейка Блэков	Meet the Blacks
1397	Чарльз Бэнд	74	0.0	0	2012	['Джессика Моррис', 'Ариана Мадикс']	Мертвецы хотят женщин (видео)	The Dead Want Women
1398	Гари Джонс	90	3.235	194	2013	['Эмбер Коннор', 'Джо Эстевес']	Баньян	Axe Giant: The Wrath of Paul Bunyan
1399	Майкл Расмуссен	86	3.208	339	2012	['Эндрю Рудик', 'Тори Наджент']	Темный поток	Dark Feed
1400	Mike Corkle	0	0.0	0	2012	['Конрад Кейс', 'Робин Самора']	The Survival Game (видео)	95 мин
1401	Алекс Николау	76	3.1910000000000003	59	2012	['Сиркус-Шалевски', 'Ив Мауро']	Зомби против стриптизёрш	Zombies Vs. Strippers
1402	Роз	71	3.177	80	2013	['Гэбриэлль Стоун', 'Оливия Кэвендер']	Не поминай зло	Speak No Evil
1403	Террон Р. Парсонс	92	3.173	92	2015	['Шерри Икин', 'Джереми Сэнд']	Поездка на возу 2	Hayride 2
1404	Джаред Кон	87	3.137	66	2012	['Катрина Боуден', 'Рэнди Уэйн']	Задержи дыхание	Hold Your Breath
1405	Данте Томаселли	90	3.127	77	2013	['Винсент Пасторе', 'Кристи Санфорд']	Камера пыток	Torture Chamber
1406	Дэрик Гейтс	92	3.1010000000000004	243	2014	['Уилл Уоллес', 'Дин Кэйн']	Появление	The Appearing
1407	Джейсон Майкл Брешия	85	0.0	0	2012	['Роб Штайнхаузер', 'Джозеф Бутон']	Новейшее заверение	The Newest Pledge
1408	Джонни Табор	90	3.074	95	2015	['Тристан Пэрриш Мур', 'Ханна Рисингер']	Пожиратели	Eaters
1409	Дуан Грейвз	86	3.056	178	2012	['Али Фолкнер', 'Джонни Уолтер']	Обвальщики	Butcher Boys
1410	Пол Тарнопол	88	3.0469999999999997	249	2014	['Даниэль Даллакко', 'Анджелика Боччелла']	Резня на пляже в Джерси	Jersey Shore Massacre
1411	Марк Аткинс	89	3.045	341	2015	['Дэрил Ханна', 'Эдвард Ферлонг']	Идеальные каникулы	A Perfect Vacation
1412	Марти Томас	103	3.0239999999999996	161	2013	['Майкл Копон', 'Рэйчел Лара']	Праздник для убийцы	Killer Holiday
1413	Кенни Янг	0	0.0	0	2012	['Тони Рок', 'Джули Александр']	C'mon Man	101 мин
1414	Эндрю Эдисон	80	0.0	0	2012	['Джон Карна', 'Люк Лофтин']	Бродяги	Bindlestiffs
1415	Кевин Хикс	0	0.0	0	2014	['Крис Кусано', 'Бьянка Джанколи']	Behind the Door	90 мин
1416	Энсел Фарадж	0	0.0	0	2012	['Mihran Konanyan', 'Линден Чайлз']	The Burning Within	101 мин
1417	Ануп Ранги	83	2.9810000000000003	74	2015	['Том Сайзмор', 'Вивика А. Фокс']	Кредо убийцы	Terms & Conditions
1418	Джаред Кон	86	0.0	0	2012	['Сара Малакул Лэйн', 'Хесус Гевара']	12/12/12	12/12/12
1419	Оливье Грюнер	91	2.932	201	2014	['Эрик Робертс', 'Оливье Грюнер']	Сектор 4	Sector 4
1420	Мэтт Томпсон	92	2.928	286	2013	['Мэтт Томпсон', 'Кимберли Александр']	Тайна рода	Bloodline
1421	Джаред Кон	88	2.9160000000000004	211	2012	['Рэйчел Элиг', 'Вирджиния Петруччи']	Весенний праздник бикини (видео)	Bikini Spring Break
1422	Джон Шеппирд	87	2.85	104	2012	['Джек Скалия', 'Джереми Люк']	Нападение акул на Нью-Джерси (ТВ)	Jersey Shore Shark Attack
1423	Майкл Хоффман мл.	104	2.827	118	2012	['Кэти Петерсон', 'Ши Стюарт']	Девочки, ставшие мертвецами	Girls Gone Dead
1424	Оливер Крекель	100	2.7739999999999996	115	2012	['Мартин Тон', 'Рамона Куэнь']	Робин Гуд: Призраки Шервуда	Robin Hood: Ghosts of Sherwood
1425	Джимбо Ли	78	0.0	0	2014	['Джейми Прессли', 'Робин Тик']	Лето Эбби	Abby in the Summer
1426	Стефано Милла	100	2.591	167	2013	['Чандлер Манесс', 'Бертон Перез']	Ричард: Львиное сердце	Richard the Lionheart
1427	Брэндон Слэгли	90	2.57	78	2014	['Джеймс Дювал', 'Деванни Пинн']	Мёртвое море	Dead Sea
1428	Martin Wichmann	84	0.0	0	2012	['Стив Бенчич', 'Тони Бессон']	Улица призраков: Возвращение Ричарда Спека	100 Ghost Street: The Return of Richard Speck
1429	Фрэнк Вайн	0	0.0	0	2012	['Джои Фатоне', 'Мэтт Кавчински']	Mancation	95 мин
1430	Джаррет Тарноль	0	0.0	0	2012	['Алекс Агила', 'Карсон Он']	Barrio Tales	84 мин
1431	Джесси Дэйтон	90	2.439	106	2013	['Лью Темпл', 'Дэвид Кристофер']	Зомбэкс	Zombex
1432	Энтони Фанкхаузер	83	2.406	256	2012	['Гари Стретч', 'Наташа Берг']	Атака Юрского периода	Jurassic Attack
1433	Роберт Телегхэни	92	0.0	0	2013	['Jeffrey T. Schoettlin', 'Шон Мураматсу']	Американские идиоты (видео)	American Idiots
1434	Матео Фрэзиер	98	0.0	0	2013	['А. Вероника Диас', 'Мелисса Кордеро']	Вызволение	Blaze You Out
1435	Обба Бабатунде	0	0.0	0	2015	['Кэт Уильямс', 'Обба Бабатунде']	American Bad Boy	97 мин
1436	Эндрю Беллвар	78	2.202	321	2012	['Вирджиния Логан', 'Джо Чэпман']	Восстание андроидов	Android Insurrection
1437	Билл МакАдамс мл.	0	0.0	0	2012	['Джейсон Мьюз', 'Джош Хэммонд']	Money Shot (видео)	90 мин
1438	Susannah O'Brien	0	0.0	0	2016	['Джастин Арнольд', 'Андреа Нельсон']	Encounter	85 мин
1439	Генри Джеглом	117	0.0	0	2014	['Танна Фредерик', 'Майкл Империоли']	Слово на М	The M Word
1440	Sandy Chukhadarian	0	0.0	0	2015	['Анджелика Читвуд', 'Deniele Ramos Cloutier']	Psychos	82 мин
1441	Х. Коакли	90	0.0	0	2013	['Ванесса Белл Кэллоуэй', 'Кили Уильямс']	Оклик II	Holla II
1442	Sabaah Folayan	90	0.0	0	2017	['Brittany Ferrell', 'Tef Poe']	Чьи улицы?	Whose Streets?
1443	Джастин Мосли	0	0.0	0	2013	['Мэтью Грир', 'David K. Shelton']	The Merchant	101 мин
1444	Моника Минго	0	0.0	0	2012	['Денис Лоутон', 'Эдди Гоинс']	The Coalition	
1445	Дэннис Илиадис	0	0.0	0	2017	['Тофер Грейс', 'Дженезис Родригез']	Делириум	Delirium
1446	Джорджия Хилтон	122	0.0	0	2015	['Тим Эбелл', 'Алейша Форс']	Подсознание	Subconscious
1447	Келли Уивер	0	0.0	0	2012	['Аманда Альварадо', 'Родни Луис Акино']	Stories of the Paranormal: It Came in the Night	119 мин
1448	Джон П. Гибсон	108	0.0	0	2013	['Дэниэл Ван Томас', 'Дэниэл Бритт']	Тропа откровения	Revelation Trail
1449	Тара Кардинал	0	0.0	0	2013	['Тара Кардинал', 'Элисен Холден']	Scarlet Samurai: Incarnation	89 мин
1450	Hakim Khalfani	90	0.0	0	2015	['Ричард Т. Джонс', 'Адам Лазарр-Уайт']	Прощение	Forgiveness
1451	Брайан Тейлор	83	0.0	0	2017	['Николас Кейдж', 'Сэльма Блэр']	Мама и папа	Mom and Dad
1452	Peter James Iengo	0	0.0	0	2016	['Кэри Лоуэлл', 'Брюс Олтмен']	C Street	86 мин
1453	Rob Villano	0	0.0	0	2014	['Hailey Heisick', 'Адриан Горбалюк']	Diamonds to Dust	110 мин
1454	Джейсон Нэш	0	0.0	0	2016	['Бизи Филиппс', 'Лайза Коши']	FML	98 мин
1455	Рики Холмс	0	0.0	0	2012	['Майкл Джойнер', 'Ванесса Оре']	Broken Faith	
1456	Кестрин Пантера	0	0.0	0	2014	['Кестрин Пантера', 'Jonathan Grubb']	Let's Ruin It with Babies	80 мин
1457	Брендан Маллой	104	0.0	0	2017	['Майка Монро', 'Коуди Ферн']	Племена Палос Вердес	The Tribes of Palos Verdes
1458	Джастин Миллер	0	0.0	0	2014	['Джозеф Е. Мюррэй', 'Мэри Кейт Уайлз']	The Sound and the Shadow	90 мин
1459	Ivan Pavletic	0	0.0	0	2013	['Ivan Pavletic', 'Ed Portoghese']	SANE in 1974	71 мин
1460	Лидия Теналья	0	0.0	0	2016	['Марио Батали', 'Энтони Бурден']	Jeremiah Tower: The Last Magnificent	120 мин
1461	Andrew Espinoza Long	0	0.0	0	2012	['Carmen Rose Alhanti', 'Дэвид Хьюи']	Enjoy Paris	15 мин
1462	Roy Belfrey	0	0.0	0	2014	['Denise Baker', 'Irina Balushka']	Matthew 18	101 мин
1463	Терренс Флэк	0	0.0	0	2012	['Терренс Флэк', 'Шэйн Вудсон']	Легенда о чёрной Анни	The Legend of Black Annie
1464	Трой Бейер	0	0.0	0	2015	['Леон', 'Крис Спенсер']	Ex-Free	86 мин
1465	Крэйг Ричардс	0	0.0	0	2012	['Марк Доннел', 'Йен Рид Кеслер']	Extremely Used Cars: There Is No Hope	92 мин
1466	Jonathan Contis	0	0.0	0	2017	['Xochitl Contis', 'Jackson Cook']	Acrimony	9 мин
1467	Ryun Jones	0	0.0	0	2013	['Mason Morgan', 'Thomas Skinner']	What Is the Meaning of Life? (видео)	
1468	Брюс Лок	112	0.0	0	2013	['Гэбриел Дэвис', 'Энтони Дорси']	Семья на краю	A Family on Edge
1469	Брэндон Гибсон	0	0.0	0	2015	['Брэндон Гибсон', 'Коннор Марсико']	BeeCee Powder (ТВ)	
1470	Giles Shepherd	0	0.0	0	2017	['Chelsea Howard', 'Карл Чилдерс']	Atlanta Vampire Movie	110 мин
1471	Келли Уивер	0	0.0	0	2014	['Anne Marie Aksell', 'Kelly Balagurchik']	Lucid Dreams	68 мин
1472	Lanre Sarumi	0	0.0	0	2016	['Lanre Sarumi', 'Tirf Alexius']	Bastard Son of a Thousand Fathers	79 мин
